subgroup,outcome,risk_factor,RR_unit,RR,CI_lower,CI_upper,conversion_factor,RR_converted,SE_converted,RR_unit_converted
9,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
9,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
9,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
9,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
9,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
9,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
9,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
9,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
9,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
9,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
9,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
9,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
9,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
9,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
9,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
9,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
9,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
9,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
9,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
9,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
9,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
9,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
9,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
9,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
9,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
9,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
10,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
10,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
10,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
10,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
10,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
10,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
10,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
10,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
10,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
10,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
10,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
10,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
10,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
10,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
10,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
10,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
10,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
10,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
10,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
10,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
10,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
10,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
10,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
10,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
10,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
10,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
10,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
11,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
11,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
11,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
11,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
11,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
11,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
11,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
11,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
11,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
11,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
11,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
11,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
11,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
11,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
11,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
11,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
11,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
11,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
11,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
11,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
11,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
11,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
11,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
11,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
11,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
11,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
11,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
12,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
12,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
12,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
12,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
12,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
12,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
12,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
12,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
12,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
12,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
12,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
12,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
12,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
12,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
12,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
12,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
12,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
12,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
12,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
12,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
12,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
12,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
12,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
12,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
12,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
12,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
12,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
13,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
13,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
13,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
13,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
13,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
13,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
13,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
13,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
13,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
13,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
13,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
13,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
13,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
13,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
13,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
13,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
13,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
13,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
13,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
13,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
13,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
13,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
13,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
13,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
13,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
13,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
13,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
14,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
14,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
14,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
14,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
14,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
14,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
14,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
14,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
14,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
14,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
14,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
14,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
14,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
14,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
14,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
14,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
14,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
14,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
14,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
14,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
14,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
14,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
14,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
14,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
14,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
14,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
14,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
15,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
15,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
15,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
15,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
15,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
15,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
15,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
15,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
15,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
15,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
15,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
15,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
15,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
15,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
15,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
15,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
15,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
15,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
15,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
15,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
15,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
15,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
15,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
15,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
15,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
15,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
15,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
16,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
16,CC,dairy,400g/d,0.87,0.83,0.9,225,-0.2475770085929025,0.036720663280574696,1 cup/day
16,CC,pf_pm,50g/d,1.16,1.08,1.26,30.21,0.24564714518085604,0.06508466239185322,1 oz eq/day
16,CC,pf_redm,100g/d,1.12,1,1.25,30.21,0.3751363300463531,0.1884289153765561,1 oz eq/day
16,CC,fiber,10g/d,0.9,0.86,0.94,1,-0.10536051565782628,0.02269068520828983,10 g/day
16,DIAB,gr_whole,50g/d,0.83,0.77,0.9,NA,NA,NA,NA
16,DIAB,pf_ns,1oz/wk,0.95,0.93,0.98,NA,NA,NA,NA
16,DIAB,pf_pm,50g/d,1.81,1.36,2.37,30.21,0.9820040471329599,0.23450018889840804,1 oz eq/day
16,DIAB,pf_redm,100g/d,1.29,1.05,1.57,30.21,0.8429070452617701,0.3397015577950813,1 oz eq/day
16,HSTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
16,HSTK,veg_exc_sta,100g/d,0.77,0.62,0.95,NA,NA,NA,NA
16,HSTK,fruit,100g/d,0.64,0.5,0.82,149.37,-0.2987796094452832,0.08448685872434752,1 cup/day
16,IHD,gr_whole,50g/d,0.95,0.92,0.99,NA,NA,NA,NA
16,IHD,veg_exc_sta,100g/d,0.93,0.9,0.97,NA,NA,NA,NA
16,IHD,fruit,100g/d,0.92,0.87,0.97,149.37,-0.055822192501205736,0.01858193184312874,1 cup/day
16,IHD,pf_pm,50g/d,1.58,1.16,2.11,30.21,0.7570752185350471,0.25259743967807907,1 oz eq/day
16,IHD,pufa_rep_carb,5%E/d,0.86,0.8,0.93,1,-0.15082288973458366,0.038411443489636314,5%E/day
16,IHD,pufa_rep_sfa,5%E/d,0.87,0.82,0.94,1,-0.13926206733350766,0.03484069770554867,5%E/day
16,IHD,sea_omega3_fa,100mg/d,0.8,0.71,0.89,1,-0.2231435513142097,0.057641962421128706,100 mg/day
16,ISTK,gr_whole,50g/d,0.88,0.81,0.96,NA,NA,NA,NA
16,ISTK,veg_exc_sta,100g/d,0.77,0.66,0.9,NA,NA,NA,NA
16,ISTK,fruit,100g/d,0.83,0.77,0.9,149.37,-0.12474364209111165,0.026643236367673007,1 cup/day
16,Larynx,veg_exc_sta,100 g/d,0.91,0.87,0.96,NA,NA,NA,NA
16,Larynx,fruit,100 g/d,0.95,0.91,1,149.37,-0.034339756569291405,0.016106880099007893,1 cup/day
16,LC,veg_exc_sta,100/d,0.92,0.87,0.97,NA,NA,NA,NA
16,LC,fruit,100 g/d,0.82,0.76,0.89,149.37,-0.13285863207058868,0.026967520293704444,1 cup/day
16,SCNC,pf_pm,50g/d,1.18,1.01,1.38,30.21,0.2739398187315017,0.1317871702149347,1 oz eq/day
17,CC,gr_whole,3 servings/d,0.83,0.78,0.89,NA,NA,NA,NA
